Publication Id,Publication Name,Publication/Child Child ID,Issue Text - Original ,Publication Author,Publication Type ID,Publication Type,Publication/Child Rel ID,Review Date,Review Outcome ID,Review Outcome,Review Pages,Review ID,Reject Reason Code,Reject Reason
23203,The True History of Master Fard,10642,Publication ,Elijah Muhmmad,31,Book,47217,8/15/2023,2,Rejected All,,47675,49,"containing language or references that espouse hatred towards specific individuals, races, or religions"
23208,The True History of Mater Fard Muhammad,10642,Publication ,Elijah Muhammad,31,Book,47222,9/5/2023,2,Rejected All,,47680,49,"containing language or references that espouse hatred towards specific individuals, races, or religions"
23234,G-Spot,10642,Publication ,Noire,31,Book,47248,9/5/2023,2,Rejected All,,47706,46,containing written sexually explicit material involving the use of force or non-consent
23243,Ted Bundy,10642,Publication ,Al Cimino,31,Book,47257,9/5/2023,2,Rejected All,,47715,43,containing written sexually explicit / sado-masochistic behavior
23207,The Santanic Bible,10642,Publication ,Anton Szandor LeVey,31,Book,47221,9/19/2023,2,Rejected All,,47679,9,describing or encouraging physical violence or group disruption
23224,Blank Canvas,10642,Publication ,Craig Stanland,31,Book,47238,9/19/2023,2,Rejected All,,47696,6,describing or encouraging escape methods
23237,Naughty Erotic Desires Short Sex,10642,Publication ,Catherine Howell ,31,Book,47251,9/19/2023,2,Rejected All,,47709,46,containing written sexually explicit material involving the use of force or non-consent
23242,Love Behind Bars,10642,Publication ,Jodie Sinclair,31,Book,47256,9/19/2023,2,Rejected All,,47714,45,containing written sexually explicit material involving minors
23244,Dominatrix Heaven,10642,Publication ,Pan-Exotica ,31,Book,47258,9/19/2023,2,Rejected All,,47716,43,containing written sexually explicit / sado-masochistic behavior
23276,The Bible of the Adversary ,10642,Publication ,Michael W. Ford ,31,Book,47290,10/17/2023,2,Rejected All,,47749,8,containing writings in code
23278,The Ultimate Serial Killer Trivia Book,10642,Publication ,Jack Rosewood,31,Book,47292,10/17/2023,2,Rejected All,,47752,9,describing or encouraging physical violence or group disruption
23296,Shit Magnet,10642,Publication ,Jim Goad,31,Book,47310,10/17/2023,2,Rejected All,,47770,49,"containing language or references that espouse hatred towards specific individuals, races, or religions"
23340,Aqua Erotica,10642,Publication ,MaryAnn Mohanraj,31,Book,47353,11/21/2023,2,Rejected All,,47811,43,containing written sexually explicit / sado-masochistic behavior
23341,Beserk,10642,Publication ,Kentaro Miura,31,Book,47354,11/21/2023,2,Rejected All,,47812,42,containing pictorially explicit nudity
23342,"The True History of Jesus Birth, Death &amp; What it means to you",10642,Publication ,Elijah Muhammad,31,Book,47355,11/21/2023,2,Rejected All,,47813,49,"containing language or references that espouse hatred towards specific individuals, races, or religions"
23343,Charisma Baller&#39;s Wife,10642,Publication ,Nikki Turner,31,Book,47356,11/21/2023,2,Rejected All,,47814,46,containing written sexually explicit material involving the use of force or non-consent
23344,Night Shade,10642,Publication ,Keri Lake,31,Book,47357,11/21/2023,2,Rejected All,,47815,43,containing written sexually explicit / sado-masochistic behavior
23345,Infernium,10642,Publication ,Keri Lake,31,Book,47358,11/21/2023,2,Rejected All,,47816,43,containing written sexually explicit / sado-masochistic behavior
23355,James Whitey Bulger - The Last Interview,10642,Publication ,Michael Esslinger ,31,Book,47368,11/21/2023,2,Rejected All,,47826,6,describing or encouraging escape methods
23356,Sainted Love,10642,Publication ,Steve Orlando,31,Book,47369,12/5/2023,2,Rejected All,,47827,41,containing pictorially explicit sexual activity
23357,"The True History of Jesus Birth, Death &amp; What it means to you",10642,Publication ,Elijah Muhammad,31,Book,47370,12/5/2023,2,Rejected All,,47828,49,"containing language or references that espouse hatred towards specific individuals, races, or religions"
23373,Rick and Morty,10642,Publication ,Rick and Morty Productions,31,Book,47387,1/2/2024,2,Rejected All,,47844,39,being detrimental to security for the following reason:
23402,True Crimes Case Histories ,10642,Publication ,Jason Neal,31,Book,47416,1/2/2024,2,Rejected All,,47873,46,containing written sexually explicit material involving the use of force or non-consent
23468,Build your own AR-15,10642,Publication ,David Strauss,31,Book,47483,2/6/2024,2,Rejected All,,47939,39,being detrimental to security for the following reason:
23479,"As The Sun Rises, It Dawns on Hin",10642,Publication ,Ross Patterson ,31,Book,47495,2/6/2024,2,Rejected All,,47950,46,containing written sexually explicit material involving the use of force or non-consent
23480,Chainsaw Man,10642,Publication ,Tatsuki Fujimoto,31,Book,47496,2/6/2024,2,Rejected All,,47951,43,containing written sexually explicit / sado-masochistic behavior
23514,"She&#39;s Mine, She&#39;s Yours. She&#39;s Wild",10642,Publication ,Editors of Penthouse ,31,Book,47530,2/6/2024,2,Rejected All,,47985,43,containing written sexually explicit / sado-masochistic behavior
23506,Jiu-jitsu University,10642,Publication ,"Saulo Ribeiro, Kevin Howell, Victory Belt Publishing ",31,Book,47522,2/20/2024,2,Rejected All,,47977,40,describing fighting techniques
23560,Chainsaw Man,10642,Publication ,Tatsuki Fujimoto,31,Book,47576,3/5/2024,2,Rejected All,,48031,42,containing pictorially explicit nudity
23612,The Witcher Omnibus,10642,Publication ,Paul Tobin &amp; Joe Querio ,31,Book,47628,3/5/2024,2,Rejected All,,48083,46,containing written sexually explicit material involving the use of force or non-consent
23617,The Supreme Wisdom,10642,Publication ,Fard Muhammad ,31,Book,47633,3/5/2024,2,Rejected All,,48088,49,"containing language or references that espouse hatred towards specific individuals, races, or religions"
23562,Blood Lust,10642,Publication ,Gary C. King ,31,Book,47578,3/19/2024,2,Rejected All,,48033,43,containing written sexually explicit / sado-masochistic behavior
23563,Karmas Angel,10642,Publication ,John Franklin,31,Book,47579,3/19/2024,2,Rejected All,,48034,45,containing written sexually explicit material involving minors
23564,Preacher,10642,Publication ,Garth Ennis ,31,Book,47580,3/19/2024,2,Rejected All,,48035,43,containing written sexually explicit / sado-masochistic behavior
23565,Existence Within The Mechanism ,10642,Publication ,Effery Scott ,31,Book,47581,3/19/2024,2,Rejected All,,48036,43,containing written sexually explicit / sado-masochistic behavior
23566,Ink Nymphs ,10642,Publication ,Nelson Blanton ,31,Book,47582,3/19/2024,2,Rejected All,,48037,42,containing pictorially explicit nudity
23634,Released from Bondage,10642,Publication ,Dr. Neil Anderson ,31,Book,47650,4/2/2024,2,Rejected All,,48105,45,containing written sexually explicit material involving minors
23638,Gender Queer,10642,Publication ,Maia Kobabe ,31,Book,47654,4/2/2024,2,Rejected All,,48109,41,containing pictorially explicit sexual activity
23658,The Brooklyn Boosters,10642,Publication ,Cleve W. Lewis,31,Book,47674,4/16/2024,2,Rejected All,,48129,9,describing or encouraging physical violence or group disruption
23697,"Loyalty, Love, Betrayal",10642,Publication ,Wayne Grind ,31,Book,47713,4/16/2024,2,Rejected All,,48169,45,containing written sexually explicit material involving minors
23704,The Ride of My Life,10642,Publication ,Justin Mooch Deloretto ,31,Book,47719,4/16/2024,2,Rejected All,,48175,10,encouraging or instructing on the commision of criminal activity
23706,Ero Ninja Scrolls,10642,Publication ,Haruki,31,Book,47721,5/7/2024,2,Rejected All,,48177,41,containing pictorially explicit sexual activity
23707,How notto summon Demon Lord,10642,Publication ,Yukiya Murasaki,31,Book,47722,5/7/2024,2,Rejected All,,48178,45,containing written sexually explicit material involving minors
23708,How things Work,10642,Publication ,Theodore Gray ,31,Book,47723,5/7/2024,2,Rejected All,,48179,39,being detrimental to security for the following reason:
23711,U.S Army Explosives &amp; Demolitions Manual ,10642,Publication ,Department of the Army ,31,Book,47726,5/7/2024,2,Rejected All,,48182,5,containing weapon construction procedures
23716,The Family Structure in Islam,10642,Publication ,Hammudah Abd al Ati ,31,Book,47731,5/21/2024,2,Rejected All,,48187,10,encouraging or instructing on the commision of criminal activity
23735,The Ride of My Life,10642,Publication ,Justin Mooch Deloretto ,31,Book,47750,5/21/2024,2,Rejected All,,48206,39,being detrimental to security for the following reason:
23760,Shaolin Kung Fu Training Techniques,10642,Publication ,Donn Draeger ,31,Book,47777,5/21/2024,2,Rejected All,,48231,40,describing fighting techniques
23857,The Wicked and The Divine Commercial Suicide,10642,Publication ,Gillen McKelvie &amp; Wilson Cowles ,31,Book,47874,7/2/2024,2,Rejected All,,48330,42,containing pictorially explicit nudity
23905,Tears in the Trap,10642,Publication ,Blake Karrington ,31,Book,47922,7/2/2024,2,Rejected All,,48377,45,containing written sexually explicit material involving minors
23841,The Warehouse,10642,Publication ,James Kilgore,31,Book,47858,7/16/2024,2,Rejected All,,48312,39,being detrimental to security for the following reason:
23843,Plus Size Elf,10642,Publication ,Synecdoche,31,Book,47860,7/16/2024,2,Rejected All,,48316,42,containing pictorially explicit nudity
23856,In Love with the Connect,10642,Publication ,Ebony Diamonds ,31,Book,47873,7/16/2024,2,Rejected All,,48329,46,containing written sexually explicit material involving the use of force or non-consent
23877,A Child of a Crack Head,10642,Publication ,Shameek A. Speight ,31,Book,47894,7/16/2024,2,Rejected All,,48349,46,containing written sexually explicit material involving the use of force or non-consent
23949,The Rise and Fall of Big Meech and the Black Mafia Family,10642,Publication ,Mara Shalhoup,31,Book,47966,8/6/2024,2,Rejected All,,48421,10,encouraging or instructing on the commision of criminal activity
23985,Reclaim your Sovereignty ,10642,Publication ,David E. Robinson ,31,Book,48003,8/6/2024,2,Rejected All,,48457,50,containing material influenced by &quot;sovereign citizen&quot; ideology
23984,Bush Knife,10642,Publication ,Bradley Richardson ,31,Book,48002,8/20/2024,2,Rejected All,,48456,39,being detrimental to security for the following reason:
23986,Commercial Law,10642,Publication ,David E. Robinson ,31,Book,48004,8/20/2024,2,Rejected All,,48458,50,containing material influenced by &quot;sovereign citizen&quot; ideology
23987,That Sik Luv,10642,Publication ,Jecie Hall ,31,Book,48005,8/20/2024,2,Rejected All,,48459,43,containing written sexually explicit / sado-masochistic behavior
24005,Coloring Books for Adults,10642,Publication ,Creative Coloring Publications ,31,Book,48023,9/3/2024,2,Rejected All,,48477,42,containing pictorially explicit nudity
24035,Superior Tattoo Bible,10642,Publication ,Superior Tattoo ,31,Book,48053,9/3/2024,2,Rejected All,,48507,42,containing pictorially explicit nudity
24058,Twist Me,10642,Publication ,Anna Zaires ,31,Book,48076,9/17/2024,2,Rejected All,,48530,46,containing written sexually explicit material involving the use of force or non-consent
24061,Inner City Hoodlum,10642,Publication ,Donald Goines ,31,Book,48079,9/17/2024,2,Rejected All,,48533,49,"containing language or references that espouse hatred towards specific individuals, races, or religions"
24068,Hard Knocks ,10642,Publication ,Ray Lopez ,31,Book,48086,9/17/2024,2,Rejected All,,48540,46,containing written sexually explicit material involving the use of force or non-consent
24143,The Mammoth Book of Tattoos ,10642,Publication ,Lal Hardy ,31,Book,48161,10/15/2024,2,Rejected All,,48616,42,containing pictorially explicit nudity
24171,Sexy Tattoo Girl Coloring Book ,10642,Publication ,Tattoo Inc,31,Book,48189,10/15/2024,2,Rejected All,,48644,42,containing pictorially explicit nudity
24172,Lesbian Coloring Book,10642,Publication ,Tattoo Inc,31,Book,48190,10/15/2024,2,Rejected All,,48645,42,containing pictorially explicit nudity
24187,The Girl Who Claims Anonymous An Interview Down Memory Hill,10642,Publication ,Andrea Saroza ,31,Book,48205,11/5/2024,2,Rejected All,,48659,45,containing written sexually explicit material involving minors
24265,Cybersecurity All in one for dummies,10642,Publication ,Joseph Steinberg ,31,Book,48283,12/3/2024,2,Rejected All,,48738,10,encouraging or instructing on the commision of criminal activity
24250,Homegoing,10642,Publication ,Yaa Gyasi,31,Book,48268,12/17/2024,2,Rejected All,,48723,46,containing written sexually explicit material involving the use of force or non-consent
24308,Pressure Point Fighting Guide ,10642,Publication ,Rick Clark ,31,Book,48326,12/17/2024,2,Rejected All,,48781,40,describing fighting techniques
24309,SAS &amp; Elite Forces Guide Mental Endurance ,10642,Publication ,Chris McNab,31,Book,48327,12/17/2024,2,Rejected All,,48782,40,describing fighting techniques
24317,Addicted ,10642,Publication ,Zane ,31,Book,48335,12/17/2024,2,Rejected All,,48790,41,containing pictorially explicit sexual activity
24319,Slave Girl,10642,Publication ,Sarah Forsyth ,31,Book,48337,12/17/2024,2,Rejected All,,48792,45,containing written sexually explicit material involving minors
24321,No Longer Human,10642,Publication ,Junji Ito ,31,Book,48339,12/17/2024,2,Rejected All,,48794,42,containing pictorially explicit nudity
24323,Breaking into Cybersecurity ,10642,Publication ,Sunday Bitrus,31,Book,48341,1/7/2025,2,Rejected All,,48796,10,encouraging or instructing on the commision of criminal activity
24358,Rotten Movies We Love ,10642,Publication ,Paul Feig,31,Book,48376,1/7/2025,2,Rejected All,,48831,10,encouraging or instructing on the commision of criminal activity
24369,Might as well Cheat,10642,Publication ,Munmun ,31,Book,48387,1/21/2025,2,Rejected All,,48842,42,containing pictorially explicit nudity
24374,Slave Girl,10642,Publication ,Sarah Forsyth ,31,Book,48392,1/21/2025,2,Rejected All,,48847,45,containing written sexually explicit material involving minors
24515,The Hut Six Story,10642,Publication ,Gordan Welchman and Alan Stripp ,31,Book,48533,3/4/2025,2,Rejected All,,48989,8,containing writings in code
24541,Rising of the Rarri Dynasty ,10642,Publication ,Marcus McBroom ,31,Book,48559,3/18/2025,2,Rejected All,,49015,45,containing written sexually explicit material involving minors
24595,The Mammoth Book of Bizarre Crimes,10642,Publication ,Robin Odell ,31,Book,48613,4/1/2025,2,Rejected All,,49068,9,describing or encouraging physical violence or group disruption
24647,Slow Sex Secrets Lessons,10642,Publication ,Adam Tokunaga,31,Book,48665,5/6/2025,2,Rejected All,,49121,42,containing pictorially explicit nudity
24731,The Navy Seal Way to an Extraordinary Life Embrace the Suck,10642,Publication ,Brent Gleeson ,31,Book,48749,6/17/2025,2,Rejected All,,49206,40,describing fighting techniques
24811,Those Empty Eyes,10642,Publication ,Charlie Donlea ,31,Book,48829,7/15/2025,2,Rejected All,,49286,46,containing written sexually explicit material involving the use of force or non-consent
24812,Armed with Good Intentions,10642,Publication ,Wallo 267,31,Book,48830,7/15/2025,2,Rejected All,,49287,47,containing descriptions of security risk group material or activity
24817,Dan Da Dan,10642,Publication ,Y. Tatsu,31,Book,48835,7/15/2025,2,Rejected All,,49292,46,containing written sexually explicit material involving the use of force or non-consent
24852,The Book of Kink,10642,Publication ,Alison Tyler ,31,Book,48870,8/5/2025,2,Rejected All,,49327,43,containing written sexually explicit / sado-masochistic behavior
24853,Push,10642,Publication ,Tayari Jones ,31,Book,48871,8/5/2025,2,Rejected All,,49328,45,containing written sexually explicit material involving minors
24854,Crime and Punishment,10642,Publication ,Fyodor Dostoyevsky ,31,Book,48872,8/19/2025,2,Rejected All,,49329,10,encouraging or instructing on the commision of criminal activity
24856,The Brooklyn Boosters,10642,Publication ,Cleve W. Lewis ,31,Book,48874,8/19/2025,2,Rejected All,,49331,10,encouraging or instructing on the commision of criminal activity
24922,Where&#39;s Molly,10642,Publication ,H.D. Carlton,31,Book,48940,9/2/2025,2,Rejected All,,49397,9,describing or encouraging physical violence or group disruption
24931,The Psychology Book ,10642,Publication ,Wade E. Pickren ,31,Book,48949,9/16/2025,2,Rejected All,,49406,43,containing written sexually explicit / sado-masochistic behavior
24932,Tommy Land,10642,Publication ,Tommy Lee and Anthony Bozza,31,Book,48950,9/16/2025,2,Rejected All,,49407,5,containing weapon construction procedures
24935,The Streets Must Bleed,10642,Publication ,Jerry Jackson ,31,Book,48953,9/16/2025,2,Rejected All,,49410,46,containing written sexually explicit material involving the use of force or non-consent
24985,Satan&#39;s Affair ,10642,Publication ,H.D. Carlton ,31,Book,49003,10/7/2025,2,Rejected All,,49460,9,describing or encouraging physical violence or group disruption
25027,Buther &amp; Blackbird,10642,Publication ,Brynne Weaver,31,Book,49045,11/4/2025,2,Rejected All,,49502,9,describing or encouraging physical violence or group disruption
25045,Awesome Orals ,10642,Publication ,Erotic Couples Playbook,31,Book,49064,11/4/2025,2,Rejected All,,49520,42,containing pictorially explicit nudity
25089,Message to the Blackman in America,10642,Publication ,Elijah Muhammad,31,Book,49108,11/18/2025,2,Rejected All,,49564,49,"containing language or references that espouse hatred towards specific individuals, races, or religions"
25096,She Comes First,10642,Publication ,Ian Kenner ,31,Book,49115,11/18/2025,2,Rejected All,,49571,42,containing pictorially explicit nudity
25113,A Shot in the Dark,10642,Publication ,Sante D&#39;Orazio ,31,Book,49132,12/2/2025,2,Rejected All,,49588,42,containing pictorially explicit nudity
25219,Sex Positions,10642,Publication ,Jasmine Wilder ,31,Book,49238,1/20/2026,2,Rejected All,,49694,41,containing pictorially explicit sexual activity
22797,Bruce Lee&#39;s Jeet Kume Do,10770,Publication - 2015,Sam Fury,31,Book,46807,1/17/2023,2,Rejected All,,47262,40,describing fighting techniques
23813,US Army Explosives &amp; Demolitions Manual,11099,Publication - Manual ,Department of the Army ,31,Book,47830,6/18/2024,2,Rejected All,,48284,5,containing weapon construction procedures
22937,Magika-Swordsman and Summoner,10822,Publlication ,Mitsuki Mihara ,31,Book,46946,3/21/2023,2,Rejected All,,47403,41,containing pictorially explicit sexual activity
14342,Remy and Rose,7461,ref. Chapter 5 &amp; 22,Mz Lady P,31,Book,33761,5/5/2015,2,Rejected All,,33822,11,containing sexually explicit material
17079,Monster Massacre Vol.  2,7331,Rejection Upheld on Appeal,Published by Titan Comics,31,Book,38162,11/7/2017,2,Rejected All,,38405,11,containing sexually explicit material
14079,Carrie&#39;s Story,7332,Rejection upheld on appeal 12-8-17,Molly Wetherfield,31,Book,33328,2/17/2015,2,Rejected All,,33386,11,containing sexually explicit material
16971,Safe Word: An Erotic S/M Novel,7332,Rejection upheld on appeal 12-8-17,Molly Weatherfield,31,Book,37906,10/3/2017,2,Rejected All,,38139,11,containing sexually explicit material
17081,Curvaceous Beauty Alexis Vol. 1,7332,Rejection upheld on appeal 12-8-17,Michael Enoches Photography,31,Book,38166,10/17/2017,2,Rejected All,,38408,11,containing sexually explicit material
17082,Voluptuos Curves Magazine Issue #2,7332,Rejection upheld on appeal 12-8-17,Michael Enoches,32,Magazine/Newspaper,38167,3/3/2015,2,Rejected All,,38409,11,containing sexually explicit material
17099,Rahmeek and Bella ,7341,reviewed 12-30-17,Mercy B.,31,Book,38192,3/3/2015,2,Rejected All,,38433,11,containing sexually explicit material
17145,Trigga,7380,Reviewed 2-3-18,team Rollock,31,Book,38282,3/3/2015,2,Rejected All,,38528,10,encouraging or instructing on the commision of criminal activity
17144,Naughty School Girls,7380,Reviewed 2-3-18,The SCORE group,32,Magazine/Newspaper,38281,3/3/2015,2,Rejected All,,38527,11,containing sexually explicit material
23081,Lighting the Nude,3374,Revised Edition,Roger Hicks,31,Book,47093,5/16/2023,2,Rejected All,,47547,43,containing written sexually explicit / sado-masochistic behavior
2399,Straight Stuntin,5289,Rico Love &amp; Rosa Acosta,,32,Magazine/Newspaper,32019,8/19/2014,2,Rejected All,,32151,11,containing sexually explicit material
23236,Dope Boys Magic 2,10926,Rise of An Empire,Chris Green,31,Book,47250,9/5/2023,2,Rejected All,,47708,46,containing written sexually explicit material involving the use of force or non-consent
23238,Kiss and Tell,10927,Secrets and Sexual Desires from women 15 to 97,Ann Rodgers ,31,Book,47252,9/19/2023,2,Rejected All,,47710,45,containing written sexually explicit material involving minors
1412,Revolution ,6377,"Sep 15, 2013 Iss 316",,32,Magazine/Newspaper,6259,10/15/2013,2,Rejected All,,23349,10,encouraging or instructing on the commision of criminal activity
101,Outlaw Biker,3402,Sep 2013 Iss. 198,,32,Magazine/Newspaper,1442,10/15/2013,2,Rejected All,,23391,11,containing sexually explicit material
10136,The American&#39;s Bulletin,3405,Sep 2013 Vol. 30 Iss. 09/10,,32,Magazine/Newspaper,18979,10/15/2013,2,Rejected All,,23351,9,describing or encouraging physical violence or group disruption
1412,Revolution ,6376,"Sep 22, 2013 Iss 317",,32,Magazine/Newspaper,6260,10/15/2013,2,Rejected All,,23350,9,describing or encouraging physical violence or group disruption
957,Final Call,3415,"Sep 4,2012 Vol 31#48",,32,Magazine/Newspaper,4462,9/18/2012,2,Rejected All,,18267,10,encouraging or instructing on the commision of criminal activity
3502,Hip Hop Weekly,5437,2-Sep-14,,32,Magazine/Newspaper,31923,10/21/2014,2,Rejected All,,31956,10,encouraging or instructing on the commision of criminal activity
174,Playboy,3451,12-Sep,,32,Magazine/Newspaper,2087,8/21/2012,2,Rejected All,,16835,11,containing sexually explicit material
4,XXL,3451,12-Sep,,32,Magazine/Newspaper,301,8/21/2012,2,Rejected All,,16853,10,encouraging or instructing on the commision of criminal activity
8485,Artform,3451,12-Sep,,32,Magazine/Newspaper,16907,9/4/2012,2,Rejected All,,18054,10,encouraging or instructing on the commision of criminal activity
6738,Muscle &amp; Fitness,3451,12-Sep,,32,Magazine/Newspaper,14715,9/4/2012,2,Rejected All,,18075,10,encouraging or instructing on the commision of criminal activity
420,In the Wind,3454,Sept 2012 #154,,32,Magazine/Newspaper,3588,5/21/2013,2,Rejected All,,21462,11,containing sexually explicit material
9222,Bully Girl,3455,Sept 2012 #25,,32,Magazine/Newspaper,17965,3/5/2013,2,Rejected All,,20282,11,containing sexually explicit material
4,XXL,3461,Sept 2012 vol 16 #6,,32,Magazine/Newspaper,302,10/2/2012,2,Rejected All,,18394,10,encouraging or instructing on the commision of criminal activity
8362,Coalition for Prisoners Rights,3464,"Sept 2012, Vol 37- t #9",,32,Magazine/Newspaper,16785,8/6/2013,2,Rejected All,,22271,9,describing or encouraging physical violence or group disruption
852,BlackMen     ,3465,13-Sep,,32,Magazine/Newspaper,4006,7/16/2013,2,Rejected All,,22071,11,containing sexually explicit material
9684,Ideas &amp; Discoveries,3465,13-Sep,,32,Magazine/Newspaper,18506,8/6/2013,2,Rejected All,,22284,10,encouraging or instructing on the commision of criminal activity
420,In the Wind,3465,13-Sep,,32,Magazine/Newspaper,3589,8/20/2013,2,Rejected All,,22470,11,containing sexually explicit material
2966,Inked,3465,13-Sep,,32,Magazine/Newspaper,9522,8/20/2013,2,Rejected All,,22549,9,describing or encouraging physical violence or group disruption
2827,The Atlantic,3465,13-Sep,,32,Magazine/Newspaper,9161,8/20/2013,2,Rejected All,,22598,10,encouraging or instructing on the commision of criminal activity
2966,Inked,3465,13-Sep,,32,Magazine/Newspaper,9522,9/3/2013,2,Rejected All,,22663,11,containing sexually explicit material
4,XXL,3465,13-Sep,,32,Magazine/Newspaper,303,9/3/2013,2,Rejected All,,22700,9,describing or encouraging physical violence or group disruption
152,GQ Magazine,5187,14-Sep,,32,Magazine/Newspaper,31367,9/2/2014,2,Rejected All,,31378,10,encouraging or instructing on the commision of criminal activity
1245,Interview,5187,14-Sep,,32,Magazine/Newspaper,31920,10/21/2014,2,Rejected All,,31953,11,containing sexually explicit material
174,Playboy,6058,15-Sep,,32,Magazine/Newspaper,34410,9/15/2015,2,Rejected All,,34468,11,containing sexually explicit material
4334,Easyriders,6136,Sept 2015 Iss 507,,32,Magazine/Newspaper,34485,10/6/2015,2,Rejected All,,34545,11,containing sexually explicit material
24051,Prison Legal News,11152,24-Sep,The Human Rights Defense Center ,32,Magazine/Newspaper,48069,9/17/2024,2,Rejected All,,48523,10,encouraging or instructing on the commision of criminal activity
9154,The Final Call,6159,"Sept 29, 2015 Vol 34 Iss 51",,32,Magazine/Newspaper,34522,10/6/2015,2,Rejected All,,34583,10,encouraging or instructing on the commision of criminal activity
16114,Fighters Only,6780,Sept. 2016 Iss 9 Vol 7,,32,Magazine/Newspaper,36379,11/1/2016,2,Rejected All,,36521,12,safety and security reasons
1,Maxim,7123,Sept. 2017,,32,Magazine/Newspaper,37728,9/5/2017,2,Rejected All,,37958,11,containing sexually explicit material
8196,"Woman of King, The",3516,Sept/Oct 2011,,32,Magazine/Newspaper,16567,7/3/2012,2,Rejected All,,16384,11,containing sexually explicit material
7011,Under Lock and Key,3518,Sept/Oct 2012 #28,,32,Magazine/Newspaper,15022,10/16/2012,2,Rejected All,,18545,10,encouraging or instructing on the commision of criminal activity
7925,Inked Girls,3520,Sept/Oct 2013,,32,Magazine/Newspaper,16228,8/6/2013,2,Rejected All,,22324,11,containing sexually explicit material
7925,Inked Girls,3520,Sept/Oct 2013,,32,Magazine/Newspaper,16228,8/20/2013,2,Rejected All,,22436,11,containing sexually explicit material
18515,EPS,8400,Sept/Oct. 2019,EPS LLC,31,Book,41089,12/3/2019,2,Rejected All,,41431,43,containing written sexually explicit / sado-masochistic behavior
65,Penthouse ,3565,12-Sep,,32,Magazine/Newspaper,1295,7/3/2012,2,Rejected All,,16228,11,containing sexually explicit material
15494,H Para Hombres,3565,12-Sep,,32,Magazine/Newspaper,35731,6/21/2016,2,Rejected All,,35826,11,containing sexually explicit material
17072,Mad Max: Fury Road,7320,15-Sep,,32,Magazine/Newspaper,38144,12/5/2017,2,Rejected All,,38387,11,containing sexually explicit material
15880,Fader,6663,16-Sep,,32,Magazine/Newspaper,36134,9/6/2016,2,Rejected All,,36274,10,encouraging or instructing on the commision of criminal activity
3574,Tattoo Society,8857,September 2020 Issue #71 Cervena Fox,,32,Magazine/Newspaper,42713,9/15/2020,2,Rejected All,,43089,42,containing pictorially explicit nudity
14728,Skunk,6134,SeptOct 2015,,32,Magazine/Newspaper,34483,10/6/2015,2,Rejected All,,34543,10,encouraging or instructing on the commision of criminal activity
3141,Under Lock and Key,6134,SeptOct 2015,,32,Magazine/Newspaper,34660,11/3/2015,2,Rejected All,,34723,10,encouraging or instructing on the commision of criminal activity
23220,Dismantling the Matrix,10921,Serenity for the Surveilled ,Baz Moreno ,31,Book,47234,9/19/2023,2,Rejected All,,47692,50,containing material influenced by &quot;sovereign citizen&quot; ideology
24907,Redemption Manual ,11360,Series 6 Book 2 OF 4 Operating Secured,Sovereign Filing Solutions ,31,Book,48925,9/16/2025,2,Rejected All,,49382,50,containing material influenced by &quot;sovereign citizen&quot; ideology
24906,Redemption Manual ,11361,Series 6 Book 3 of 4 Operating Sovereign ,Secured Party Creditor to Sovereign ,31,Book,48924,9/16/2025,2,Rejected All,,49381,50,containing material influenced by &quot;sovereign citizen&quot; ideology
19294,Hot Lava Chronicles,8769,Session 1,Latif Williams,31,Book,42426,9/1/2020,2,Rejected All,,42796,45,containing written sexually explicit material involving minors
17989,Uniform Erotica,8913,Sex and Seduction in 40 Erotic Encounters,Barbara Candy,31,Book,42793,10/6/2020,2,Rejected All,,43174,43,containing written sexually explicit / sado-masochistic behavior
19849,Position of the Day,8972,Sex Every Day In Every Way,Nerve.com,31,Book,43143,11/3/2020,2,Rejected All,,43532,41,containing pictorially explicit sexual activity
24368,Rise to Power 3,11223,"Sex, Drugs and Karma ",T.J. Edwards ,31,Book,48386,1/21/2025,2,Rejected All,,48841,46,containing written sexually explicit material involving the use of force or non-consent
22787,Tatz,10767,Sin on Skin,Stefano Mazzotti,31,Book,46797,1/17/2023,2,Rejected All,,47249,42,containing pictorially explicit nudity
17905,The World of Ice &amp; Fire,8012,Size / Weight Restriction,George R.R. Martin,31,Book,39907,3/5/2019,2,Rejected All,,40200,12,safety and security reasons
17396,Jews Selling Blacks,7552,Slave Sale Advertising by American Jews,The Nation of Islam,31,Book,38783,5/15/2018,2,Rejected All,,39044,9,describing or encouraging physical violence or group disruption
24032,A Bronx Tale,11164,Sleeping with the Enemy ,Lockdown Publications written by Ghost ,31,Book,48050,9/3/2024,2,Rejected All,,48504,10,encouraging or instructing on the commision of criminal activity
174,Playboy,6123,Special Collectors Ed Playmates of the World,,32,Magazine/Newspaper,34411,9/15/2015,2,Rejected All,,34469,11,containing sexually explicit material
3032,Black Lingerie,6173,Special Ed Cover Iss The White Show,,32,Magazine/Newspaper,34615,10/20/2015,2,Rejected All,,34678,11,containing sexually explicit material
18939,Survive Anywhere: How to thrive in any Environment,3596,Special Edition,Outdoor Life,31,Book,41853,5/19/2020,2,Rejected All,,42212,5,containing weapon construction procedures
21802,The Crow,3596,Special Edition,James O&#39;Barr,31,Book,45737,8/3/2021,2,Rejected All,,46156,41,containing pictorially explicit sexual activity
